id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
320,2314.498469,3 years,10.79854159,B3,0 years,credit_card,658.6494696,Individual,0
321,2379.344793,3 years,11.52832257,B3,10 years,debt_consolidation,658.2741329,Individual,0
322,3336.419824,5 years,23.12502701,E4,4 years,major_purchase,664.7410587,Individual,0
323,1109.419926,3 years,14.65124371,C4,9 years,debt_consolidation,659.5718277,Individual,0
324,1148.795987,3 years,18.50336786,C4,0 years,debt_consolidation,658.67477,Joint App,0
325,1148.602602,3 years,11.65214129,B3,7 years,debt_consolidation,659.3192726,Individual,0
326,1660.584103,5 years,13.53547582,A3,6 years,debt_consolidation,711.0248984,Individual,0
327,1136.58419,3 years,17.23529579,D1,3 years,debt_consolidation,662.8015026,Individual,1
328,1597.935507,5 years,14.23236279,C5,10 years,debt_consolidation,676.0513277,Individual,1
329,1023.183207,3 years,17.08733215,D3,7 years,credit_card,655.8367236,Individual,0
330,1704.256776,5 years,20.94293919,B1,0 years,credit_card,700.6467799,Individual,1
331,640.3010136,3 years,6.803748721,A4,1 year,debt_consolidation,717.1985883,Individual,0
332,1124.896374,3 years,18.5094688,D5,2 years,debt_consolidation,678.9054318,Individual,1
333,2442.010635,5 years,18.46083398,D2,6 years,debt_consolidation,680.945051,Individual,0
334,1132.422207,3 years,11.04745225,B2,9 years,debt_consolidation,656.8605665,Individual,0
335,2343.115851,5 years,23.4989396,E4,0 years,debt_consolidation,657.5992509,Joint App,0
336,1554.299436,3 years,18.89237034,A2,9 years,debt_consolidation,660.4688691,Individual,1
337,619.4174822,3 years,18.79385628,D4,6 years,debt_consolidation,657.3191173,Individual,1
338,1101.612716,3 years,13.80913696,C4,9 years,debt_consolidation,664.9398429,Individual,0
339,1687.160902,5 years,19.22713912,D3,7 years,debt_consolidation,657.002244,Individual,0
340,1139.304365,3 years,13.16866354,C2,3 years,debt_consolidation,660.307114,Individual,0
341,1162.17634,3 years,10.79369898,C1,4 years,credit_card,681.8985068,Individual,0
342,2520.182542,5 years,10.91323352,B3,3 years,home_improvement,780.2408852,Individual,0
343,2198.189466,3 years,21.97179942,E4,6 years,debt_consolidation,656.9909386,Individual,1
344,1162.777349,3 years,14.5337758,C2,0 years,debt_consolidation,660.203697,Individual,0
345,1134.473917,3 years,10.93077464,B4,8 years,debt_consolidation,660.6090812,Individual,0
346,1073.497454,3 years,10.86641735,B4,5 years,debt_consolidation,661.3712725,Individual,0
347,1192.45845,5 years,23.98036361,E4,10 years,debt_consolidation,776.6763149,Individual,0
348,2346.414429,3 years,10.76039924,B3,7 years,debt_consolidation,698.886731,Individual,0
349,680.0053757,3 years,7.572268655,B1,3 years,medical,658.3707611,Individual,0
350,1087.330614,3 years,12.9451106,B4,10 years,credit_card,680.5512481,Individual,0
351,3416.678806,3 years,7.942465173,A3,7 years,debt_consolidation,716.7370565,Individual,0
352,3179.988204,5 years,22.17310947,D5,10 years,debt_consolidation,683.086369,Joint App,1
353,622.6255008,3 years,14.20892877,C4,0 years,debt_consolidation,680.4066979,Individual,0
354,1161.052234,3 years,11.30473569,B3,10 years,debt_consolidation,709.9162125,Individual,0
355,1127.968817,3 years,10.45431113,B2,2 years,credit_card,678.7755429,Individual,1
356,1070.375116,3 years,23.85710094,D1,7 years,debt_consolidation,659.2236729,Individual,1
357,1649.978383,5 years,11.13930208,B3,3 years,debt_consolidation,678.881191,Individual,0
358,984.2641144,3 years,13.91768555,C4,2 years,debt_consolidation,658.8464451,Individual,0
359,1141.023045,3 years,11.70650827,B5,1 year,medical,766.8428144,Individual,0
360,1055.828426,3 years,17.99766693,D3,10 years,debt_consolidation,656.7415503,Individual,1
361,1059.550327,3 years,14.15600714,C4,5 years,credit_card,656.7097066,Individual,0
362,2316.093881,5 years,7.490735937,A5,3 years,debt_consolidation,710.6785575,Individual,0
363,3055.728418,3 years,14.28321723,C4,6 years,debt_consolidation,664.5881284,Individual,0
364,1149.934048,5 years,17.42811048,C5,6 years,debt_consolidation,658.6833779,Individual,0
365,1553.457555,5 years,21.45687952,E2,0 years,debt_consolidation,682.6990945,Joint App,0
366,504.2016274,3 years,18.93652133,D2,10 years,credit_card,659.1555542,Individual,0
367,1034.7852,3 years,6.664199894,A2,10 years,debt_consolidation,719.2995334,Individual,0
368,1555.87227,3 years,8.470551845,A5,10 years,debt_consolidation,679.7311235,Individual,0
369,590.2258725,3 years,11.1541691,B1,10 years,other,679.3052785,Individual,0
370,1172.266197,3 years,17.9998171,D2,10 years,other,655.0083144,Individual,0
371,605.1360684,3 years,22.8384504,D3,7 years,medical,683.7046521,Individual,0
372,2287.984246,3 years,16.8809542,D1,6 years,debt_consolidation,704.8013256,Individual,0
373,1218.611755,3 years,13.96170605,C2,5 years,debt_consolidation,659.0005718,Individual,0
374,1041.851458,3 years,13.14770076,C1,5 years,debt_consolidation,658.0454864,Individual,0
375,1206.51509,3 years,13.22251183,B4,3 years,debt_consolidation,659.729996,Individual,0
376,652.5290666,3 years,13.53331484,C1,1 year,debt_consolidation,660.0307313,Individual,0
377,2172.984031,5 years,23.33152207,A3,9 years,debt_consolidation,716.1846675,Individual,0
378,1201.677563,3 years,10.80491001,B3,9 years,debt_consolidation,680.835155,Individual,0
379,3354.071635,5 years,24.93886066,A3,0 years,debt_consolidation,661.0815114,Individual,0
380,1624.797964,5 years,17.36444068,C4,0 years,debt_consolidation,658.1075293,Individual,0
381,1090.988422,3 years,11.28778582,E2,1 year,debt_consolidation,659.0548035,Individual,1
382,1145.184511,3 years,12.08429139,B4,10 years,credit_card,678.6251108,Individual,0
383,554.5564448,3 years,10.52790018,C4,10 years,debt_consolidation,657.9825999,Joint App,0
384,1596.436002,5 years,14.38199455,C4,2 years,credit_card,680.3503552,Individual,0
385,1133.949234,3 years,13.24849656,C1,6 years,credit_card,660.8436418,Individual,1
386,2258.393922,3 years,18.36225827,D2,10 years,debt_consolidation,700.0990987,Individual,0
387,695.80188,3 years,7.142761071,A2,7 years,debt_consolidation,727.8357658,Individual,0
388,1654.187128,3 years,14.72862063,C3,10 years,debt_consolidation,656.917102,Individual,0
389,1080.649414,3 years,14.48770704,C4,0 years,debt_consolidation,713.145181,Individual,1
390,3209.884281,3 years,18.29449501,D3,4 years,credit_card,655.4459632,Individual,0
391,1064.198612,3 years,17.00086285,D3,2 years,debt_consolidation,655.8947527,Individual,0
392,649.3626286,3 years,25.83904148,E2,0 years,medical,655.8403615,Individual,0
393,1144.94703,3 years,17.55769107,C4,7 years,debt_consolidation,659.1996517,Individual,0
394,1507.33352,3 years,11.01885782,B3,6 years,credit_card,680.1277194,Individual,0
395,533.7246311,3 years,14.20232764,C4,3 years,debt_consolidation,681.6349549,Individual,0
396,3173.101855,5 years,14.50142236,C4,6 years,debt_consolidation,656.9596216,Individual,0
397,1150.747429,3 years,12.59766483,C1,6 years,debt_consolidation,714.2995516,Individual,0
398,1583.024979,3 years,8.370230927,A4,3 years,debt_consolidation,681.2711072,Individual,0
399,3440.916292,3 years,10.83001943,B2,1 year,credit_card,771.7410989,Individual,0
400,2313.199225,3 years,12.89191235,B4,7 years,debt_consolidation,682.5905971,Individual,0
401,523.4921438,3 years,14.6804236,C3,4 years,debt_consolidation,712.3305933,Individual,0
402,1662.621645,3 years,18.43384464,D1,0 years,credit_card,659.7936918,Individual,0
403,3318.865761,3 years,17.97086505,D3,2 years,debt_consolidation,680.5815088,Individual,0
404,922.427686,3 years,19.02589033,D4,6 years,home_improvement,681.7011492,Individual,0
405,1050.152465,3 years,8.45297718,A4,10 years,debt_consolidation,660.1708331,Individual,0
406,1546.812277,3 years,14.04492385,B2,6 years,debt_consolidation,700.031825,Individual,0
407,1155.031289,3 years,12.91770584,C4,2 years,debt_consolidation,659.1580984,Individual,0
408,1125.190653,3 years,13.32582667,A5,0 years,debt_consolidation,716.5653921,Individual,0
409,1139.632724,3 years,11.8712788,B5,10 years,credit_card,676.6158619,Individual,0
410,607.0374393,3 years,18.53415166,D3,6 years,house,681.1167203,Individual,0
411,1137.849004,3 years,23.53330104,D3,4 years,major_purchase,662.5394647,Individual,1
412,1045.261527,3 years,10.85636482,B2,4 years,debt_consolidation,699.6114957,Individual,0
413,2113.923885,5 years,25.24518436,C3,7 years,debt_consolidation,660.6037591,Individual,0
414,1063.04175,3 years,14.05572031,B4,7 years,debt_consolidation,662.994767,Individual,0
415,1110.532374,3 years,11.23444136,B4,8 years,debt_consolidation,660.1080403,Individual,1
416,1068.783323,3 years,14.9087919,C4,10 years,other,677.0209018,Individual,1
417,565.4410093,3 years,14.1838359,B4,0 years,other,712.7967167,Individual,0
418,1187.162103,3 years,14.2699498,C4,3 years,debt_consolidation,728.1955982,Individual,0
419,1595.417077,5 years,23.6497734,D4,6 years,debt_consolidation,660.2814014,Individual,1
420,1065.028018,3 years,11.41887193,B3,3 years,debt_consolidation,678.9577257,Individual,0
421,1430.90458,3 years,11.08156071,B3,6 years,house,680.6355449,Individual,0
422,3375.819399,3 years,10.68141222,B2,3 years,credit_card,696.4655291,Individual,1
423,2424.005851,3 years,7.973616667,B1,10 years,debt_consolidation,678.1109018,Individual,0
424,2299.86722,3 years,25.94900402,B1,10 years,other,697.4913345,Individual,1
425,2240.132747,3 years,7.531008571,C5,10 years,house,710.1372862,Individual,0
426,1164.445454,3 years,6.913378831,A2,9 years,debt_consolidation,731.3324893,Individual,0
427,3380.195466,5 years,25.41305089,D3,4 years,small_business,666.9249708,Individual,0
428,1559.935935,5 years,19.40809071,C4,10 years,debt_consolidation,658.5445888,Individual,0
429,1092.500938,5 years,8.081680745,A4,0 years,debt_consolidation,710.5174744,Individual,1
430,628.9814468,3 years,6.724677403,A4,5 years,debt_consolidation,728.3400161,Individual,0
431,1101.008988,5 years,20.6555147,B4,0 years,credit_card,711.6493931,Joint App,0
432,2357.381092,5 years,18.39415337,B1,10 years,debt_consolidation,684.558584,Individual,1
433,485.5083632,3 years,17.69408295,C5,9 years,house,678.5053064,Individual,0
434,643.5228427,3 years,7.092039156,A2,3 years,debt_consolidation,721.2986417,Individual,0
435,1134.909134,3 years,21.9255502,E2,10 years,debt_consolidation,659.8742685,Individual,0
436,1110.822306,3 years,13.8065354,B4,1 year,credit_card,698.6141593,Individual,0
437,1683.806288,3 years,8.442024263,A5,10 years,debt_consolidation,716.0266198,Individual,0
438,2396.817176,3 years,18.12128756,D1,8 years,debt_consolidation,679.762849,Individual,0
439,2383.278195,5 years,24.46848573,D3,10 years,debt_consolidation,665.0900662,Individual,0
440,2185.406968,3 years,10.58962195,B3,6 years,debt_consolidation,716.7084396,Joint App,0
441,1662.215297,3 years,14.789066,C2,10 years,other,657.9150737,Individual,1
442,621.1253846,3 years,11.66900994,C5,6 years,car,678.0263226,Individual,0
443,3290.238181,5 years,10.92909691,B2,0 years,credit_card,697.9802249,Joint App,0
444,603.5762359,3 years,6.990776735,A2,9 years,debt_consolidation,711.0306861,Individual,0
445,546.493688,3 years,17.26909341,D2,1 year,home_improvement,657.0187658,Individual,1
446,623.1424386,3 years,18.34602819,D3,7 years,debt_consolidation,660.6599717,Joint App,0
447,1187.409831,3 years,14.29811983,C2,0 years,debt_consolidation,658.2259862,Individual,1
448,2388.151062,5 years,13.1709728,C3,10 years,credit_card,683.1733661,Joint App,0
449,1136.313521,3 years,12.95270045,C1,7 years,debt_consolidation,660.2408844,Individual,1
450,1175.911814,3 years,16.88508399,C2,9 years,debt_consolidation,658.0727752,Individual,0
451,1016.083684,3 years,13.88435104,C4,5 years,debt_consolidation,680.5698668,Individual,0
452,991.1266689,3 years,7.191699626,C4,3 years,debt_consolidation,660.3568451,Individual,1
453,1614.014127,5 years,23.7879819,B3,10 years,debt_consolidation,660.5759713,Individual,0
454,1174.245903,5 years,24.37378422,A3,0 years,debt_consolidation,783.179663,Individual,0
455,1595.288475,3 years,11.69644021,B3,7 years,credit_card,679.5637806,Individual,1
456,710.3402892,3 years,14.49654145,C4,10 years,debt_consolidation,656.1675441,Individual,0
457,3359.379294,3 years,22.69453104,D3,10 years,debt_consolidation,658.172194,Individual,1
458,582.4066587,3 years,17.89806147,D2,8 years,debt_consolidation,658.9801916,Individual,0
459,687.7085013,3 years,7.17915896,B1,6 years,debt_consolidation,714.3060389,Individual,0
460,666.8928251,3 years,7.659728983,C4,5 years,debt_consolidation,723.6139395,Individual,0
461,1145.399849,3 years,14.13753123,C4,9 years,debt_consolidation,679.582593,Individual,1
462,1090.957959,3 years,18.63359634,D3,9 years,debt_consolidation,657.4043952,Individual,1
463,633.5844189,3 years,10.27111856,B4,10 years,credit_card,658.2919061,Individual,0
464,1166.052472,3 years,11.63108588,B3,8 years,small_business,655.7768942,Individual,0
465,3232.9422,3 years,16.8609678,D2,0 years,other,659.4829266,Individual,0
466,614.5043427,3 years,7.536753825,A1,10 years,debt_consolidation,734.5133008,Individual,0
467,1606.348356,3 years,24.07598318,C4,7 years,debt_consolidation,680.6771466,Individual,1
468,1133.29776,3 years,7.581732725,A1,6 years,debt_consolidation,790.5459898,Individual,0
469,2283.708508,3 years,11.41953037,B5,5 years,debt_consolidation,679.5599715,Individual,0
470,582.7048092,3 years,7.73164026,A2,2 years,debt_consolidation,711.309296,Individual,0
471,3346.469903,3 years,24.69677628,A3,4 years,debt_consolidation,792.882455,Individual,0
472,2458.972609,3 years,11.54648718,B2,10 years,home_improvement,680.013227,Individual,0
473,1710.231216,5 years,10.93005992,B3,10 years,debt_consolidation,721.8915424,Individual,1
474,2315.07878,3 years,8.904297286,A5,9 years,debt_consolidation,713.7943839,Individual,0
475,1159.146608,3 years,13.01554175,C3,6 years,debt_consolidation,731.1177737,Joint App,0
476,1028.328716,3 years,13.13884481,B4,10 years,debt_consolidation,678.8940898,Individual,0
477,1190.747995,5 years,13.42592667,C3,8 years,debt_consolidation,655.3862772,Individual,0
478,1128.45937,3 years,11.524092,B4,0 years,credit_card,699.2874952,Individual,1
479,1121.99843,5 years,18.26149111,D4,5 years,debt_consolidation,662.2671349,Individual,1
480,1137.49484,3 years,22.76739728,D3,2 years,debt_consolidation,657.9016038,Individual,0
481,3278.475597,5 years,18.54798418,D3,0 years,debt_consolidation,666.1909678,Individual,0
482,3695.25026,5 years,16.9370774,C5,10 years,debt_consolidation,695.9339276,Individual,0
483,1504.266642,3 years,17.18991049,C2,4 years,car,720.1758211,Individual,0
484,1093.478142,3 years,6.510637906,A2,9 years,debt_consolidation,731.4266169,Individual,0
485,1554.361253,3 years,11.63611025,B3,8 years,debt_consolidation,678.1224153,Individual,0
486,2146.870805,3 years,18.9792257,E1,0 years,other,657.894146,Joint App,1
487,1072.138885,3 years,7.269497111,A2,10 years,debt_consolidation,772.6730861,Individual,0
488,1132.549976,3 years,13.1857955,B4,7 years,credit_card,712.2558427,Joint App,0
489,2423.030275,5 years,13.09283546,C2,3 years,debt_consolidation,660.1668664,Individual,0
490,653.8410816,5 years,13.30078073,C4,10 years,other,697.8612237,Individual,0
491,3293.297639,3 years,10.49391365,B2,10 years,debt_consolidation,783.3548082,Individual,0
492,1542.864413,3 years,14.08363203,C5,6 years,house,722.0279712,Individual,0
493,1062.875682,3 years,8.475012267,B1,3 years,other,710.763082,Individual,0
494,1161.08833,3 years,10.86834362,B1,7 years,debt_consolidation,664.8938363,Individual,0
495,1125.292266,3 years,14.32265723,C4,10 years,credit_card,679.3546037,Individual,0
496,2287.314242,5 years,22.56188337,E4,0 years,debt_consolidation,660.3333375,Joint App,1
497,1126.331313,3 years,14.06264252,B1,10 years,credit_card,679.3714043,Joint App,0
498,1189.209612,3 years,10.40029817,B4,6 years,debt_consolidation,659.762842,Individual,0
499,2421.948352,3 years,11.17153817,B3,10 years,debt_consolidation,698.2554496,Individual,0
500,1115.896187,5 years,23.38175416,E5,6 years,debt_consolidation,656.494091,Individual,1
501,1146.15618,3 years,13.2996818,C2,4 years,other,662.2498463,Joint App,0
502,587.5152451,3 years,13.70293229,B4,9 years,home_improvement,713.0580684,Individual,0
503,649.8587793,3 years,11.65607424,B3,10 years,debt_consolidation,659.8116962,Individual,1
504,1220.420267,5 years,19.08755862,D4,10 years,debt_consolidation,659.8410987,Individual,0
505,1009.368267,3 years,18.59338153,D3,6 years,house,720.3730589,Individual,0
506,1600.181383,3 years,11.62311672,B3,10 years,debt_consolidation,656.8287849,Individual,0
507,1695.139077,3 years,8.004329456,A5,3 years,debt_consolidation,680.4305073,Individual,0
508,1178.408201,3 years,14.62144278,C4,10 years,medical,711.0734499,Individual,0
